Category_actor,Film_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Release_date_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Release_Q1_actor,Release_Q2_actor,Release_Q3_actor,Release_Q4_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Birthyear_actor,Age_actor,Age_[0-25]_actor,Age_[25-35]_actor,Age_[35-45]_actor,Age_[45-55]_actor,Age_[55-65]_actor,Age_[65-75] _actor,Age_[75+] _actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,MPAA_rating_actor,MPAA_G_actor,MPAA_PG_actor,MPAA_PG-13_actor,MPAA_R_actor,MPAA_NC-17_actor,Nowin_Criticschoice_actor,Win_Criticschoice_actor,Nonom_Criticschoice_actor,Nom_Criticschoice_actor,Nowin_SAG_acting_actor,Win_SAG_acting_actor,Nonom_SAG_acting_actor,Nom_SAG_acting_actor,Nowin_SAG_bestcast_actor,Win_SAG_bestcast_actor,Nonom_SAG_bestcast_actor,Nom_SAG_bestcast_actor,Female_actor,Category_director,Film_director,Nominee_director,Winner_director,Year_director,Rating_IMDB_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Oscarstat_totalnoms_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Nom_Oscar_bestfilm_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Genre_biography_director,Genre_crime_director,Genre_comedy_director,Genre_drama_director,Genre_horror_director,Genre_fantasy_director,Genre_sci-fi_director,Genre_mystery_director,Genre_music_director,Genre_romance_director,Genre_history_director,Genre_war_director,Genre_filmnoir_director,Genre_western_director,Genre_thriller_director,Genre_sport_director,Genre_family_director,Genre_action_director,Genre_adventure_director,MPAA_rating_director,MPAA_G_director,MPAA_PG_director,MPAA_PG-13_director,MPAA_R_director,MPAA_NC-17_director,Nowin_Criticschoice_director,Win_Criticschoice_director,Nonom_Criticschoice_director,Nom_Criticschoice_director,Category_film,Film_film,Nominee_film,Winner_film,Year_film,Rating_IMDB_film,Release_date_film,Rating_rtaudience_film,Rating_rtcritic_film,Oscarstat_totalnoms_film,Release_Q1_film,Release_Q2_film,Release_Q3_film,Release_Q4_film,Nom_Oscar_bestdirector_film,Nom_DGA_film,Nom_BAFTA_film,Win_DGA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Genre_action_film,Genre_biography_film,Genre_crime_film,Genre_comedy_film,Genre_drama_film,Genre_horror_film,Genre_fantasy_film,Genre_sci-fi_film,Genre_mystery_film,Genre_music_film,Genre_romance_film,Genre_history_film,Genre_war_film,Genre_filmnoir_film,Genre_thriller_film,Genre_adventure_film,Genre_family_film,Genre_sport_film,Genre_western_film,MPAA_rating_film,MPAA_G_film,MPAA_PG_film,MPAA_PG-13_film,MPAA_R_film,MPAA_NC-17_film,Nowin_Criticschoice_film,Win_Criticschoice_film,Nonom_Criticschoice_film,Nom_Criticschoice_film,Nowin_SAG_bestcast_film,Win_SAG_bestcast_film,Nonom_SAG_bestcast_film,Nom_SAG_bestcast_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film
Supporting Actor,Lawrence of Arabia,Omar Sharif,0,1963,8.3,1962-12-11,93.0,97.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1932.0,31.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Lawrence of Arabia,David Lean,1,1963,8.3,1962-12-11,93,97,10,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PG,0,1,0,0,0,0,0,0,0,Picture,Lawrence of Arabia,Lawrence of Arabia,1,1963,8.3,1962-12-11,93,97,10,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Tom Jones,Albert Finney,0,1964,6.7,1963-12-11,58.0,83.0,10,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1936.0,28.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Tom Jones,Tony Richardson,1,1964,6.7,1963-12-11,58,83,10,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,UNRATED,0,0,0,0,0,0,0,0,0,Picture,Tom Jones,Tom Jones,1,1964,6.7,1963-12-11,58,83,10,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Tom Jones,Hugh Griffith,0,1964,6.7,1963-12-11,58.0,83.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1912.0,52.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Tom Jones,Tony Richardson,1,1964,6.7,1963-12-11,58,83,10,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,UNRATED,0,0,0,0,0,0,0,0,0,Picture,Tom Jones,Tom Jones,1,1964,6.7,1963-12-11,58,83,10,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,My Fair Lady,Rex Harrison,1,1965,7.9,1964-12-25,90.0,96.0,12,0,0,0,1,1,0,1.0,1.0,0.0,0.0,0,0,1,0,1,0,1,1908.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,My Fair Lady,George Cukor,1,1965,7.9,1964-12-25,90,96,12,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,My Fair Lady,My Fair Lady,1,1965,7.9,1964-12-25,90,96,12,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,My Fair Lady,Stanley Holloway,0,1965,7.9,1964-12-25,90.0,96.0,12,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1890.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,My Fair Lady,George Cukor,1,1965,7.9,1964-12-25,90,96,12,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,My Fair Lady,My Fair Lady,1,1965,7.9,1964-12-25,90,96,12,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,My Fair Lady,Gladys Cooper,0,1965,7.9,1964-12-25,90.0,96.0,12,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1888.0,77.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,My Fair Lady,George Cukor,1,1965,7.9,1964-12-25,90,96,12,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,My Fair Lady,My Fair Lady,1,1965,7.9,1964-12-25,90,96,12,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Becket,Richard Burton,0,1965,8.0,1964-03-11,88.0,76.0,12,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1925.0,40.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Becket,Peter Glenville,0,1965,8.0,1964-03-11,88,76,12,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,Picture,Becket,Becket,0,1965,8.0,1964-03-11,88,76,12,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Becket,Peter O'Toole,0,1965,8.0,1964-03-11,88.0,76.0,12,1,0,0,0,1,0,0.0,0.0,1.0,1.0,0,0,1,0,1,0,1,1932.0,33.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Becket,Peter Glenville,0,1965,8.0,1964-03-11,88,76,12,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,Picture,Becket,Becket,0,1965,8.0,1964-03-11,88,76,12,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Becket,John Gielgud,0,1965,8.0,1964-03-11,88.0,76.0,12,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1904.0,61.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Becket,Peter Glenville,0,1965,8.0,1964-03-11,88,76,12,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,Picture,Becket,Becket,0,1965,8.0,1964-03-11,88,76,12,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Zorba the Greek,Anthony Quinn,0,1965,7.8,1964-12-14,87.0,86.0,7,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1915.0,50.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Zorba the Greek,Michael Cacoyannis,0,1965,7.8,1964-12-14,87,86,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,Zorba the Greek,Zorba the Greek,0,1965,7.8,1964-12-14,87,86,7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Zorba the Greek,Lila Kedrova,1,1965,7.8,1964-12-14,87.0,86.0,7,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1918.0,47.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Zorba the Greek,Michael Cacoyannis,0,1965,7.8,1964-12-14,87,86,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,Zorba the Greek,Zorba the Greek,0,1965,7.8,1964-12-14,87,86,7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers,0,1965,8.5,1964-01-29,94.0,99.0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1925.0,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,0,1965,8.5,1964-01-29,94,99,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1965,8.5,1964-01-29,94,99,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Mary Poppins,Julie Andrews,1,1965,7.8,1964-09-11,86.0,100.0,12,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1935.0,30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Mary Poppins,Robert Stevenson,0,1965,7.8,1964-09-11,86,100,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,Mary Poppins,Mary Poppins,0,1965,7.8,1964-09-11,86,100,12,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Darling,Julie Christie,1,1966,7.2,1965-08-03,71.0,70.0,5,0,0,1,0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1940.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Darling,John Schlesinger,0,1966,7.2,1965-08-03,71,70,5,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,Picture,Darling,Darling,0,1966,7.2,1965-08-03,71,70,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,The Sound of Music,Julie Andrews,0,1966,8.0,1965-03-29,91.0,86.0,10,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,1,1,1,1,1,1935.0,31.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Sound of Music,Robert Wise,1,1966,8.0,1965-03-29,91,86,10,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,Picture,The Sound of Music,The Sound of Music,1,1966,8.0,1965-03-29,91,86,10,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,The Sound of Music,Peggy Wood,0,1966,8.0,1965-03-29,91.0,86.0,10,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1892.0,74.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Sound of Music,Robert Wise,1,1966,8.0,1965-03-29,91,86,10,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,Picture,The Sound of Music,The Sound of Music,1,1966,8.0,1965-03-29,91,86,10,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Doctor Zhivago,Tom Courtenay,0,1966,8.0,1965-12-31,88.0,82.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1937.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Doctor Zhivago,David Lean,0,1966,8.0,1965-12-31,88,82,10,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,Doctor Zhivago,Doctor Zhivago,0,1966,8.0,1965-12-31,88,82,10,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,A Man for All Seasons,Paul Scofield,1,1967,7.9,1967-05-03,87.0,82.0,8,0,1,0,0,1,1,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1922.0,45.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,A Man for All Seasons,Fred Zinnemann,1,1967,7.9,1967-05-03,87,82,8,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,A Man for All Seasons,A Man for All Seasons,1,1967,7.9,1967-05-03,87,82,8,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,A Man for All Seasons,Robert Shaw,0,1967,7.9,1967-05-03,87.0,82.0,8,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1927.0,40.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,A Man for All Seasons,Fred Zinnemann,1,1967,7.9,1967-05-03,87,82,8,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,A Man for All Seasons,A Man for All Seasons,1,1967,7.9,1967-05-03,87,82,8,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,A Man for All Seasons,Wendy Hiller,0,1967,7.9,1967-05-03,87.0,82.0,8,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1912.0,55.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,A Man for All Seasons,Fred Zinnemann,1,1967,7.9,1967-05-03,87,82,8,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,Picture,A Man for All Seasons,A Man for All Seasons,1,1967,7.9,1967-05-03,87,82,8,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Who's Afraid of Virginia Woolf?,Richard Burton,0,1967,8.1,1966-06-22,91.0,95.0,13,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0,0,2,0,1,0,1,1925.0,42.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Who's Afraid of Virginia Woolf?,Mike Nichols,0,1967,8.1,1966-06-22,91,95,13,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,Picture,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,0,1967,8.1,1966-06-22,91,95,13,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,1,1967,8.1,1966-06-22,91.0,95.0,13,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1932.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Who's Afraid of Virginia Woolf?,Mike Nichols,0,1967,8.1,1966-06-22,91,95,13,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,Picture,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,0,1967,8.1,1966-06-22,91,95,13,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Who's Afraid of Virginia Woolf?,George Segal,0,1967,8.1,1966-06-22,91.0,95.0,13,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1934.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Who's Afraid of Virginia Woolf?,Mike Nichols,0,1967,8.1,1966-06-22,91,95,13,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,Picture,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,0,1967,8.1,1966-06-22,91,95,13,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Who's Afraid of Virginia Woolf?,Sandy Dennis,1,1967,8.1,1966-06-22,91.0,95.0,13,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1937.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Who's Afraid of Virginia Woolf?,Mike Nichols,0,1967,8.1,1966-06-22,91,95,13,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,Picture,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,0,1967,8.1,1966-06-22,91,95,13,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
